location,period,sex,total_prob,prob_cancer,prob_card,prob_resp,prob_diab
Poland,2020,Male,25.3,10.3411,11.2266,2.7331,0.9992
Poland,2025,Both sexes,18.9722,8.3009,8.4841,1.709,0.4782
Poland,2025,Female,12.6002,5.1864,5.0788,2.0739,0.2611
Poland,2025,Male,25.8403,10.6505,11.403,2.7697,1.0171
Portugal,2000,Both sexes,15.7,6.3933,6.3534,2.7858,0.1675
Portugal,2000,Female,10.8,4.7175,4.4928,1.2631,0.3266
Portugal,2000,Male,20.9,9.2728,8.6071,2.6342,0.3859
Portugal,2005,Both sexes,13.8,6.0831,5.8181,1.3212,0.5776
Portugal,2005,Female,9.3,4.001,4.013,1.0378,0.2482
Portugal,2005,Male,18.6,7.9937,8.2645,1.85,0.4918
Portugal,2010,Both sexes,12.1,5.2828,4.9452,1.5761,0.2959
Portugal,2010,Female,7.8,3.3286,3.5085,0.7368,0.2261
Portugal,2010,Male,16.8,7.2553,6.7794,2.3543,0.411
Portugal,2015,Both sexes,11.2,4.5192,4.5117,2.0031,0.166
Portugal,2015,Female,7.1,3.1392,2.9983,0.6902,0.2723
Portugal,2015,Male,15.7,6.7359,7.0091,1.4861,0.4689
Portugal,2020,Both sexes,11.1,4.4891,4.6299,1.4343,0.5467
Portugal,2020,Female,7.0,3.1452,3.0873,0.63,0.1375
Portugal,2020,Male,15.5,6.688,6.5225,2.0312,0.2583
Portugal,2025,Both sexes,11.3623,4.5791,4.7554,1.4707,0.5571
Portugal,2025,Female,7.0862,3.1779,3.1229,0.6453,0.1401
Portugal,2025,Male,15.7935,6.8684,6.5919,2.0703,0.2629
Qatar,2000,Both sexes,18.3,7.8378,8.1588,1.647,0.6564
Qatar,2000,Female,19.0,8.0677,7.7827,2.607,0.5426
Qatar,2000,Male,18.1,7.6483,7.8904,1.9559,0.6054
Qatar,2005,Both sexes,16.7,7.2388,7.0542,1.9141,0.4929
Qatar,2005,Female,17.5,7.8712,7.4202,1.6935,0.5151
Qatar,2005,Male,16.8,6.8916,7.2465,2.2528,0.4091
Qatar,2010,Both sexes,16.4,7.2268,7.0425,1.8284,0.3023
Qatar,2010,Female,15.6,6.5642,6.4415,1.8973,0.697
Qatar,2010,Male,17.0,7.0012,7.3338,1.9306,0.7344
Qatar,2015,Both sexes,15.4,6.6117,6.5107,1.8046,0.473
Qatar,2015,Female,13.8,5.8255,6.0252,1.6827,0.2666
Qatar,2015,Male,16.2,6.486,6.8224,2.2643,0.6273
Qatar,2020,Both sexes,15.3,6.2443,6.8542,1.5273,0.6742
Qatar,2020,Female,13.7,5.5786,5.4859,2.4876,0.1479
Qatar,2020,Male,16.0,7.091,6.7254,1.5356,0.648
Qatar,2025,Both sexes,15.6017,6.3822,6.9603,1.5651,0.6941
Qatar,2025,Female,14.0094,5.7306,5.5662,2.5605,0.1521
Qatar,2025,Male,16.2315,7.2012,6.8195,1.5552,0.6556
Republic of Korea,2000,Both sexes,16.5,6.873,6.8048,2.0051,0.8171
Republic of Korea,2000,Female,10.6,4.3524,4.3667,1.6557,0.2252
Republic of Korea,2000,Male,22.9,9.6059,9.9988,2.4391,0.8562
Republic of Korea,2005,Both sexes,13.5,5.518,5.8374,1.8771,0.2675
Republic of Korea,2005,Female,8.5,3.6612,3.7793,0.9478,0.1117
Republic of Korea,2005,Male,18.6,8.1073,8.1624,1.674,0.6563
Republic of Korea,2010,Both sexes,10.6,4.462,4.5142,1.4821,0.1417
Republic of Korea,2010,Female,6.4,2.7475,2.595,0.7463,0.3112
Republic of Korea,2010,Male,14.8,6.6486,6.4131,1.4213,0.317
Republic of Korea,2015,Both sexes,8.3,3.3611,3.5785,1.129,0.2314
Republic of Korea,2015,Female,5.1,2.1436,2.2763,0.4842,0.1959
Republic of Korea,2015,Male,11.6,5.0912,4.7679,1.5485,0.1924
Republic of Korea,2020,Both sexes,7.8,3.2159,3.4768,0.9247,0.1826
Republic of Korea,2020,Female,4.7,2.0076,1.9104,0.6644,0.1176
Republic of Korea,2020,Male,10.9,4.879,4.6505,0.9861,0.3844
Republic of Korea,2025,Both sexes,7.9687,3.2663,3.5671,0.9491,0.1862
Republic of Korea,2025,Female,4.7786,2.0547,1.9297,0.6735,0.1207
Republic of Korea,2025,Male,11.1372,4.9948,4.7494,1.0,0.393
Republic of Moldova,2000,Both sexes,31.9,12.8395,12.9991,5.0564,1.005
Republic of Moldova,2000,Female,25.5,11.4245,10.2568,3.4178,0.4009
Republic of Moldova,2000,Male,39.6,16.9801,17.1174,5.0797,0.4228
Republic of Moldova,2005,Both sexes,31.6,12.7781,14.1197,3.3427,1.3595
Republic of Moldova,2005,Female,24.4,10.7972,10.1128,2.3167,1.1733
Republic of Moldova,2005,Male,40.0,17.5826,16.4018,4.3274,1.6882
Republic of Moldova,2010,Both sexes,29.5,12.9354,12.9961,2.8011,0.7674
Republic of Moldova,2010,Female,22.0,9.3323,9.7873,1.98,0.9004
Republic of Moldova,2010,Male,38.1,17.0443,16.0143,3.4841,1.5573
Republic of Moldova,2015,Both sexes,27.5,12.135,11.2016,3.7128,0.4506
Republic of Moldova,2015,Female,19.5,8.407,8.1012,2.5092,0.4826
Republic of Moldova,2015,Male,36.6,16.0859,15.7678,4.3147,0.4316
Republic of Moldova,2020,Both sexes,24.9,10.4719,10.2517,3.9078,0.2686
Republic of Moldova,2020,Female,17.3,7.2128,6.9261,2.5173,0.6438
Republic of Moldova,2020,Male,33.7,14.9618,15.1071,3.033,0.5981
Republic of Moldova,2025,Both sexes,25.2951,10.623,10.4422,3.9567,0.2732
Republic of Moldova,2025,Female,17.5907,7.344,7.0111,2.5801,0.6555
Republic of Moldova,2025,Male,34.1841,15.1218,15.3814,3.0717,0.6092
Romania,2000,Both sexes,26.4,11.2022,11.0009,3.8201,0.3768
Romania,2000,Female,19.1,7.8013,8.0799,2.7932,0.4256
Romania,2000,Male,34.3,14.1296,15.348,4.0608,0.7616
Romania,2005,Both sexes,25.4,10.7827,11.2354,2.286,1.0959
Romania,2005,Female,17.7,7.5869,7.2909,2.083,0.7392
Romania,2005,Male,33.8,14.2019,14.0833,4.5117,1.0031
Romania,2010,Both sexes,23.4,10.3131,10.4553,2.106,0.5256
Romania,2010,Female,15.6,6.9016,6.6245,1.6234,0.4505
Romania,2010,Male,31.7,14.1862,13.5291,3.1679,0.8168
Romania,2015,Both sexes,21.5,9.5316,9.2381,2.406,0.3243
Romania,2015,Female,14.0,6.1312,5.6741,1.7713,0.4234
Romania,2015,Male,29.4,12.3885,11.9965,3.8974,1.1176
Romania,2020,Both sexes,21.4,9.2268,8.941,2.3429,0.8893
Romania,2020,Female,13.9,6.056,6.1672,1.4673,0.2095
Romania,2020,Male,29.3,12.0624,12.6564,4.012,0.5692
Romania,2025,Both sexes,21.8589,9.4034,9.1607,2.3947,0.9001
Romania,2025,Female,14.2321,6.1897,6.3465,1.4825,0.2134
Romania,2025,Male,29.7956,12.3293,12.783,4.1072,0.5761
Russian Federation,2000,Both sexes,37.0,15.4961,16.5081,3.8195,1.1763
Russian Federation,2000,Female,24.7,11.1016,10.2073,2.4801,0.911
Russian Federation,2000,Male,50.5,20.8811,21.9736,5.8094,1.8359
Russian Federation,2005,Both sexes,37.1,15.4322,16.5205,4.5884,0.5589
Russian Federation,2005,Female,24.2,9.9171,10.822,2.2737,1.1872
Russian Federation,2005,Male,51.4,21.0188,21.8271,7.8717,0.6824
Russian Federation,2010,Both sexes,30.4,13.0169,12.4716,3.7053,1.2062
Russian Federation,2010,Female,19.6,8.6969,8.1855,1.955,0.7626
Russian Federation,2010,Male,43.1,17.3527,19.0772,5.8974,0.7727
Russian Federation,2015,Both sexes,25.9,10.6753,10.9528,3.226,1.0459
Russian Federation,2015,Female,16.4,6.9035,7.1962,1.9141,0.3862
Russian Federation,2015,Male,37.2,15.2631,16.1993,5.3341,0.4035
Russian Federation,2020,Both sexes,25.4,10.2047,10.5704,3.8181,0.8068
Russian Federation,2020,Female,16.1,7.2172,6.7438,1.8117,0.3273
Russian Federation,2020,Male,36.5,15.6069,15.2507,4.6243,1.0181
Russian Federation,2025,Both sexes,26.0204,10.4756,10.8482,3.8801,0.8165
Russian Federation,2025,Female,16.3041,7.3291,6.8133,1.8302,0.3315
Russian Federation,2025,Male,37.3449,15.8956,15.6789,4.7295,1.0409
Rwanda,2000,Both sexes,30.1,13.1587,13.1286,3.3478,0.4649
Rwanda,2000,Female,30.2,12.456,12.6422,4.4922,0.6096
Rwanda,2000,Male,30.1,13.2983,12.273,3.8651,0.6636
Rwanda,2005,Both sexes,22.4,9.5059,9.6601,2.1623,1.0717
Rwanda,2005,Female,21.7,8.7483,8.8833,3.8233,0.2451
Rwanda,2005,Male,23.5,10.0812,10.0348,3.1017,0.2823
Rwanda,2010,Both sexes,19.2,8.2919,8.4498,1.9082,0.5501
Rwanda,2010,Female,18.2,7.9927,7.433,2.2194,0.5549
Rwanda,2010,Male,20.7,8.6543,8.3922,2.7212,0.9323
Rwanda,2015,Both sexes,18.3,7.5805,7.664,2.3189,0.7366
Rwanda,2015,Female,17.1,6.9275,7.191,2.1722,0.8093
Rwanda,2015,Male,19.7,8.4116,7.9563,3.1209,0.2112
Rwanda,2020,Both sexes,18.2,7.3273,7.3834,3.3044,0.1849
Rwanda,2020,Female,17.0,7.2333,7.0551,2.4388,0.2728
Rwanda,2020,Male,19.6,8.8195,8.6262,1.764,0.3903
Rwanda,2025,Both sexes,18.5628,7.4394,7.5951,3.3396,0.1887
Rwanda,2025,Female,17.3883,7.3706,7.2438,2.4966,0.2773
Rwanda,2025,Male,20.0605,9.0023,8.8522,1.8117,0.3943
Saint Lucia,2000,Both sexes,24.9,10.4611,11.1054,2.4368,0.8967
Saint Lucia,2000,Female,24.3,10.1297,10.2087,3.6688,0.2928
Saint Lucia,2000,Male,25.5,10.3153,11.4085,3.2575,0.5187
Saint Lucia,2005,Both sexes,24.8,10.8906,11.0825,2.232,0.5949
Saint Lucia,2005,Female,22.6,9.2765,9.122,3.3398,0.8617
Saint Lucia,2005,Male,27.2,11.092,11.2111,3.7087,1.1882
Saint Lucia,2010,Both sexes,19.4,8.701,7.7813,2.1008,0.8169
Saint Lucia,2010,Female,18.0,7.3311,7.8277,2.1984,0.6428
Saint Lucia,2010,Male,21.0,9.2274,8.7121,2.7366,0.3239
Saint Lucia,2015,Both sexes,19.0,8.0863,8.1007,2.1962,0.6168
Saint Lucia,2015,Female,17.2,7.3904,7.0607,2.4969,0.252
Saint Lucia,2015,Male,20.9,8.5385,8.5666,3.3194,0.4755
Saint Lucia,2020,Both sexes,18.8,7.9796,7.903,1.9875,0.9299
Saint Lucia,2020,Female,16.9,7.2888,6.8061,2.0707,0.7344
Saint Lucia,2020,Male,20.7,8.3379,8.4272,3.6842,0.2507
Saint Lucia,2025,Both sexes,19.0961,8.1296,7.9968,2.0179,0.9518
Saint Lucia,2025,Female,17.3515,7.4664,7.0048,2.1242,0.7561
Saint Lucia,2025,Male,21.0998,8.4365,8.636,3.7717,0.2556
Saint Vincent and the Grenadines,2000,Both sexes,24.6,10.0451,10.8208,2.7794,0.9547
Saint Vincent and the Grenadines,2000,Female,24.1,10.0467,9.6618,3.7646,0.6269
Saint Vincent and the Grenadines,2000,Male,25.2,10.1885,10.6644,3.9197,0.4274
Saint Vincent and the Grenadines,2005,Both sexes,22.8,9.8618,10.1082,2.052,0.778
Saint Vincent and the Grenadines,2005,Female,21.7,9.4835,9.5013,1.9717,0.7435
Saint Vincent and the Grenadines,2005,Male,23.9,10.6592,9.6733,2.8083,0.7592
Saint Vincent and the Grenadines,2010,Both sexes,21.4,9.3953,8.9776,2.3179,0.7092
Saint Vincent and the Grenadines,2010,Female,20.1,8.4206,8.8874,2.0731,0.7189
Saint Vincent and the Grenadines,2010,Male,22.7,10.1144,9.7089,2.4913,0.3854
Saint Vincent and the Grenadines,2015,Both sexes,22.3,9.0888,9.8103,2.5471,0.8538
Saint Vincent and the Grenadines,2015,Female,18.6,8.0242,7.5529,2.1034,0.9195
Saint Vincent and the Grenadines,2015,Male,25.9,10.6065,10.8349,4.0899,0.3687
Saint Vincent and the Grenadines,2020,Both sexes,23.2,9.856,9.423,3.3169,0.6041
Saint Vincent and the Grenadines,2020,Female,19.1,7.7865,7.9901,2.8472,0.4762
Saint Vincent and the Grenadines,2020,Male,27.1,11.3152,11.8872,2.756,1.1416
Saint Vincent and the Grenadines,2025,Both sexes,23.6329,9.9967,9.6451,3.3704,0.6207
Saint Vincent and the Grenadines,2025,Female,19.5599,7.9286,8.2211,2.9288,0.4814
Saint Vincent and the Grenadines,2025,Male,27.5613,11.4729,12.1417,2.7855,1.1612
Samoa,2000,Both sexes,29.5,12.3744,13.2038,3.2496,0.6722
Samoa,2000,Female,21.7,8.7703,9.4661,2.9761,0.4875
Samoa,2000,Male,36.6,16.2286,16.2527,3.294,0.8247
Samoa,2005,Both sexes,26.7,11.6975,11.6327,2.8812,0.4886
Samoa,2005,Female,19.4,8.6976,8.1986,2.199,0.3048
Samoa,2005,Male,33.4,14.3099,14.8091,3.3697,0.9113
Samoa,2010,Both sexes,23.4,10.0028,10.0513,2.5009,0.845
Samoa,2010,Female,16.8,6.8838,7.4146,1.9556,0.546
Samoa,2010,Male,29.5,12.1771,12.3377,3.6946,1.2906
Samoa,2015,Both sexes,20.9,9.2405,8.8834,1.881,0.8951
Samoa,2015,Female,15.0,6.2625,6.6963,1.8518,0.1894
Samoa,2015,Male,26.5,10.729,11.0016,3.8279,0.9415
Samoa,2020,Both sexes,20.6,8.8064,8.8782,2.1627,0.7527
Samoa,2020,Female,14.7,6.5059,5.9951,1.4789,0.7201
Samoa,2020,Male,26.1,11.5314,10.7212,3.4607,0.3867
Samoa,2025,Both sexes,20.9525,8.9346,9.0456,2.1993,0.773
Samoa,2025,Female,14.9788,6.6193,6.1122,1.5082,0.7391
Samoa,2025,Male,26.6386,11.7814,10.9569,3.5027,0.3976
Sao Tome and Principe,2000,Both sexes,19.8,8.0866,8.108,3.0425,0.5629
Sao Tome and Principe,2000,Female,20.5,8.8672,9.0451,2.0401,0.5476
Sao Tome and Principe,2000,Male,18.9,7.8305,7.7939,2.5988,0.6768
Sao Tome and Principe,2005,Both sexes,19.0,7.9883,8.0433,2.7383,0.2301
Sao Tome and Principe,2005,Female,19.5,8.296,8.037,2.3911,0.7759
Sao Tome and Principe,2005,Male,18.4,7.3946,8.0198,2.4056,0.58
Sao Tome and Principe,2010,Both sexes,18.6,8.0424,7.4672,2.4445,0.6459
Sao Tome and Principe,2010,Female,19.0,7.6774,7.7837,2.6264,0.9125
Sao Tome and Principe,2010,Male,18.1,7.7011,7.7339,2.2238,0.4412
Sao Tome and Principe,2015,Both sexes,18.6,8.1922,7.7764,2.0553,0.5761
Sao Tome and Principe,2015,Female,18.7,8.3527,8.1565,1.683,0.5078
Sao Tome and Principe,2015,Male,18.7,8.1071,7.7319,2.4664,0.3946
Sao Tome and Principe,2020,Both sexes,18.5,8.1242,7.8095,2.0222,0.5441
Sao Tome and Principe,2020,Female,18.6,7.7899,7.7816,2.4512,0.5773
Sao Tome and Principe,2020,Male,18.7,8.2073,7.8375,2.1367,0.5185
Sao Tome and Principe,2025,Both sexes,18.9361,8.2784,8.0333,2.0735,0.5509
Sao Tome and Principe,2025,Female,18.9119,7.8995,7.9374,2.4889,0.5861
Sao Tome and Principe,2025,Male,19.0068,8.3775,7.9278,2.1675,0.534
Saudi Arabia,2000,Both sexes,18.9,8.0609,7.5863,2.8773,0.3755
Saudi Arabia,2000,Female,16.3,7.1252,6.748,1.8954,0.5314
Saudi Arabia,2000,Male,21.1,8.9249,9.1031,2.3907,0.6813
Saudi Arabia,2005,Both sexes,18.4,8.2207,8.1992,1.656,0.3241
Saudi Arabia,2005,Female,16.4,7.3536,7.2897,1.476,0.2807
Saudi Arabia,2005,Male,20.1,8.0796,8.785,2.369,0.8664
Saudi Arabia,2010,Both sexes,17.9,7.5805,7.5676,2.1561,0.5958
Saudi Arabia,2010,Female,15.9,7.02,6.8879,1.6179,0.3742
Saudi Arabia,2010,Male,19.5,8.1479,7.9602,2.8041,0.5878
Saudi Arabia,2015,Both sexes,16.5,7.3596,7.3989,1.485,0.2565
Saudi Arabia,2015,Female,14.4,5.8067,6.0953,2.2156,0.2824
Saudi Arabia,2015,Male,18.0,7.6124,8.0505,1.6721,0.665
Saudi Arabia,2020,Both sexes,16.4,6.6199,6.7844,2.1888,0.8069
Saudi Arabia,2020,Female,14.2,6.0479,5.7066,1.9801,0.4654
Saudi Arabia,2020,Male,17.8,7.6507,7.7517,2.2144,0.1832
Saudi Arabia,2025,Both sexes,16.7002,6.7067,6.9455,2.2213,0.8267
Saudi Arabia,2025,Female,14.4709,6.1608,5.8302,2.0077,0.4722
Saudi Arabia,2025,Male,18.2828,7.8619,7.952,2.2805,0.1884
Senegal,2000,Both sexes,21.3,9.5292,9.3367,1.9926,0.4415
Senegal,2000,Female,20.8,9.2369,8.8558,1.872,0.8353
Senegal,2000,Male,22.0,9.4499,9.5936,1.98,0.9765
Senegal,2005,Both sexes,21.9,9.7624,9.5943,1.971,0.5723
Senegal,2005,Female,21.3,8.7993,8.9844,3.1696,0.3467
Senegal,2005,Male,22.6,10.1569,9.5658,2.5987,0.2786
Senegal,2010,Both sexes,20.0,8.5121,8.9407,2.309,0.2382
Senegal,2010,Female,19.5,7.9942,8.2142,2.7959,0.4957
Senegal,2010,Male,20.6,8.6028,9.1223,2.3426,0.5323
Senegal,2015,Both sexes,18.4,8.1484,7.9895,1.656,0.6061
Senegal,2015,Female,17.6,7.822,7.3296,2.051,0.3974
Senegal,2015,Male,19.5,7.9984,8.6515,2.6084,0.2417
Senegal,2020,Both sexes,18.1,7.3198,7.6144,2.4417,0.7241
Senegal,2020,Female,17.2,7.3084,7.1634,2.253,0.4752
Senegal,2020,Male,19.2,8.3457,8.631,1.8179,0.4054
Senegal,2025,Both sexes,18.521,7.4533,7.829,2.4942,0.7445
Senegal,2025,Female,17.4698,7.4543,7.2442,2.2821,0.4892
Senegal,2025,Male,19.5967,8.4351,8.8799,1.8697,0.412
Serbia,2000,Both sexes,28.5,12.5741,12.3227,2.565,1.0382
Serbia,2000,Female,22.0,8.9288,9.381,3.3586,0.3316
Serbia,2000,Male,35.2,15.3366,15.7074,3.168,0.988
Serbia,2005,Both sexes,26.1,11.6782,10.7898,2.5239,1.1081
Serbia,2005,Female,19.9,8.8894,8.7225,1.791,0.4971
Serbia,2005,Male,32.5,13.09,13.8744,5.1189,0.4167
Serbia,2010,Both sexes,22.5,9.3603,10.02,2.7226,0.3971
Serbia,2010,Female,16.8,7.0117,6.9428,2.2164,0.6291
Serbia,2010,Male,28.3,12.1908,11.8941,3.8856,0.3295
Serbia,2015,Both sexes,20.1,8.6383,8.5819,1.8999,0.9799
Serbia,2015,Female,14.5,6.4098,6.5227,1.305,0.2625
Serbia,2015,Male,25.8,10.9446,10.402,3.626,0.8274
Serbia,2020,Both sexes,19.1,8.1768,8.1678,2.4767,0.2787
Serbia,2020,Female,13.7,5.4944,5.9751,2.0756,0.1549
Serbia,2020,Male,24.6,9.9951,10.4913,3.603,0.5106
Serbia,2025,Both sexes,19.4971,8.3492,8.3152,2.5496,0.2831
Serbia,2025,Female,13.9909,5.627,6.0742,2.1331,0.1566
Serbia,2025,Male,25.0406,10.2068,10.6011,3.7073,0.5254
Seychelles,2000,Both sexes,24.1,10.6586,10.5162,2.169,0.7562
Seychelles,2000,Female,16.1,7.078,6.5905,2.2276,0.2039
Seychelles,2000,Male,32.2,13.1307,13.2433,5.2312,0.5948
Seychelles,2005,Both sexes,23.4,10.4307,10.3598,2.106,0.5035
Seychelles,2005,Female,15.5,6.8193,6.5941,1.7872,0.2994
Seychelles,2005,Male,31.5,12.6824,13.833,3.6042,1.3804
Seychelles,2010,Both sexes,22.8,9.3728,10.0097,3.006,0.4115
Seychelles,2010,Female,14.4,5.821,6.3415,1.6491,0.5884
Seychelles,2010,Male,30.3,12.2413,12.8388,4.9048,0.3151
Seychelles,2015,Both sexes,21.3,9.2812,9.163,2.3881,0.4677
Seychelles,2015,Female,13.4,5.4475,5.6091,2.1955,0.1479
Seychelles,2015,Male,28.8,12.1116,11.8335,3.4541,1.4008
Seychelles,2020,Both sexes,21.2,9.108,8.9914,2.3606,0.74
Seychelles,2020,Female,13.2,5.9073,5.5332,1.4034,0.3561
Seychelles,2020,Male,28.7,11.4944,11.7596,4.5949,0.8511
Seychelles,2025,Both sexes,21.5615,9.2314,9.1779,2.3943,0.7579
Seychelles,2025,Female,13.5463,6.0622,5.6822,1.4388,0.3631
Seychelles,2025,Male,29.3265,11.6673,12.0914,4.6991,0.8687
Sierra Leone,2000,Both sexes,36.7,15.2737,15.0173,5.1951,1.2139
Sierra Leone,2000,Female,36.5,15.6222,15.3053,4.5939,0.9786
Sierra Leone,2000,Male,36.9,15.0457,15.4172,5.0393,1.3978
Sierra Leone,2005,Both sexes,33.9,14.5527,13.5744,4.402,1.3709
Sierra Leone,2005,Female,35.1,15.3649,15.7163,3.3306,0.6882
Sierra Leone,2005,Male,32.7,14.2458,13.6789,4.3791,0.3962
Sierra Leone,2010,Both sexes,31.8,13.1471,13.5068,4.7186,0.4275
Sierra Leone,2010,Female,33.7,14.2249,14.043,4.3917,1.0404
Sierra Leone,2010,Male,29.7,12.7103,12.6266,3.8945,0.4686
Sierra Leone,2015,Both sexes,30.0,12.1131,12.3755,4.4082,1.1032
Sierra Leone,2015,Female,32.2,13.1835,14.176,3.2726,1.5679
Sierra Leone,2015,Male,27.6,12.2658,11.6747,2.7134,0.9461
Sierra Leone,2020,Both sexes,30.5,13.7228,12.2378,3.2154,1.324
Sierra Leone,2020,Female,32.6,14.5097,14.5497,3.2028,0.3378
Sierra Leone,2020,Male,28.2,11.7952,12.4667,3.0305,0.9076
Sierra Leone,2025,Both sexes,31.1656,14.12,12.3914,3.311,1.3432
Sierra Leone,2025,Female,33.2923,14.7992,14.8667,3.2839,0.3425
Sierra Leone,2025,Male,28.561,11.9452,12.6146,3.0717,0.9295
Singapore,2000,Both sexes,16.8,6.8284,7.171,2.0032,0.7974
Singapore,2000,Female,13.0,5.3611,5.2236,2.2323,0.183
Singapore,2000,Male,20.5,8.5161,9.0913,2.0611,0.8315
Singapore,2005,Both sexes,13.3,5.4876,5.9323,1.4377,0.4424
Singapore,2005,Female,9.6,4.2274,4.0912,1.1406,0.1408
Singapore,2005,Male,17.0,7.2535,7.3069,2.0207,0.4189
Singapore,2010,Both sexes,11.3,4.628,4.9666,1.3872,0.3182
Singapore,2010,Female,8.0,3.4996,3.3089,1.0739,0.1176
Singapore,2010,Male,14.7,6.1017,6.1623,1.7866,0.6494
Singapore,2015,Both sexes,10.0,4.2845,4.4409,0.9,0.3746
Singapore,2015,Female,7.3,3.0698,3.0918,1.0511,0.0873
Singapore,2015,Male,12.7,5.5496,5.135,1.5484,0.467
Singapore,2020,Both sexes,9.3,3.9814,3.7227,1.4737,0.1222
Singapore,2020,Female,6.9,3.0774,2.8534,0.7979,0.1713
Singapore,2020,Male,11.8,5.2399,4.7659,1.3425,0.4517
Singapore,2025,Both sexes,9.461,4.0383,3.7995,1.4984,0.1248
Singapore,2025,Female,7.0504,3.1282,2.9333,0.8126,0.1763
Singapore,2025,Male,11.9566,5.2986,4.8389,1.3606,0.4585
Slovakia,2000,Both sexes,25.3,11.2142,10.5256,3.1267,0.4335
Slovakia,2000,Female,16.4,6.8229,6.6707,2.5482,0.3582
Slovakia,2000,Male,35.2,14.5013,14.8156,5.1774,0.7057
Slovakia,2005,Both sexes,22.9,9.7263,10.1845,2.515,0.4742
Slovakia,2005,Female,14.7,6.384,6.5114,1.6055,0.1991
Slovakia,2005,Male,32.1,13.499,14.2822,2.889,1.4298
Slovakia,2010,Both sexes,20.4,8.6952,8.8122,2.4129,0.4797
Slovakia,2010,Female,13.1,5.5346,5.7354,1.2828,0.5472
Slovakia,2010,Male,28.4,12.6478,12.1941,3.1772,0.3809
Slovakia,2015,Both sexes,17.7,7.8042,7.2319,1.9149,0.749
Slovakia,2015,Female,11.5,4.8369,4.6796,1.5623,0.4212
Slovakia,2015,Male,24.3,10.5618,10.3954,2.4198,0.923
Slovakia,2020,Both sexes,17.2,7.5065,7.0517,2.2143,0.4275
Slovakia,2020,Female,11.2,4.7076,4.7516,1.3865,0.3543
Slovakia,2020,Male,23.6,10.032,10.2961,2.9291,0.3428
Slovakia,2025,Both sexes,17.5597,7.6031,7.253,2.2716,0.432
Slovakia,2025,Female,11.4635,4.8049,4.8837,1.4153,0.3596
Slovakia,2025,Male,24.09,10.2748,10.482,2.9856,0.3476
Slovenia,2000,Both sexes,18.5,8.0122,7.7289,1.9754,0.7835
Slovenia,2000,Female,12.1,5.0693,5.0232,1.6642,0.3433
Slovenia,2000,Male,25.4,10.5343,10.8854,2.969,1.0113
Slovenia,2005,Both sexes,16.1,6.7231,6.8775,2.2915,0.2079
Slovenia,2005,Female,10.7,4.7097,4.5806,0.9856,0.4241
Slovenia,2005,Male,21.7,9.5373,8.9163,2.4417,0.8047
Slovenia,2010,Both sexes,13.5,5.7748,5.7561,1.4801,0.489
Slovenia,2010,Female,8.9,3.8689,3.5672,1.2423,0.2216
Slovenia,2010,Male,18.1,7.451,8.0223,2.2217,0.405
Slovenia,2015,Both sexes,13.1,5.3254,5.4664,1.754,0.5542
Slovenia,2015,Female,9.2,4.075,3.9715,0.9683,0.1852
Slovenia,2015,Male,16.9,6.9682,6.8134,2.8604,0.258
Slovenia,2020,Both sexes,12.7,5.4434,5.3606,1.5929,0.3031
Slovenia,2020,Female,8.9,3.7077,3.8913,1.1579,0.1431
Slovenia,2020,Male,16.4,7.1721,7.2927,1.476,0.4592
Slovenia,2025,Both sexes,12.918,5.5135,5.4554,1.6405,0.3086
Slovenia,2025,Female,9.1016,3.8047,3.9673,1.1837,0.1459
Slovenia,2025,Male,16.6866,7.2451,7.4731,1.5025,0.4659
Solomon Islands,2000,Both sexes,31.2,12.6567,13.3695,3.7863,1.3875
Solomon Islands,2000,Female,29.0,11.7074,13.0396,3.4898,0.7632
Solomon Islands,2000,Male,33.3,14.1144,14.9759,2.997,1.2127
Solomon Islands,2005,Both sexes,28.5,12.7302,11.8911,3.4103,0.4684
Solomon Islands,2005,Female,26.1,10.7508,11.6647,3.245,0.4395
Solomon Islands,2005,Male,30.7,13.1445,13.7287,3.5151,0.3117
Solomon Islands,2010,Both sexes,25.8,10.8717,11.0889,3.4889,0.3505
Solomon Islands,2010,Female,23.6,10.3926,9.9824,2.778,0.447
Solomon Islands,2010,Male,27.8,11.5889,11.2447,3.6191,1.3473
Solomon Islands,2015,Both sexes,24.4,10.8056,10.2664,2.9968,0.3312
Solomon Islands,2015,Female,22.0,9.6495,8.8831,2.5192,0.9482
Solomon Islands,2015,Male,26.7,11.2644,10.988,3.8695,0.5781
Solomon Islands,2020,Both sexes,23.8,10.4934,10.6266,2.142,0.538
Solomon Islands,2020,Female,21.4,8.8083,9.3185,2.354,0.9192
Solomon Islands,2020,Male,26.1,11.3032,11.6188,2.8141,0.3639
Solomon Islands,2025,Both sexes,24.1261,10.6353,10.7589,2.1791,0.5528
Solomon Islands,2025,Female,21.8014,8.9557,9.4963,2.4103,0.9391
Solomon Islands,2025,Male,26.7409,11.5533,11.9506,2.8643,0.3727
Somalia,2000,Both sexes,24.1,10.7712,10.6101,2.169,0.5497
Somalia,2000,Female,24.2,10.1622,10.0635,3.2799,0.6944
Somalia,2000,Male,24.0,10.2607,10.5911,2.6169,0.5313
Somalia,2005,Both sexes,23.9,10.1018,10.7422,2.7646,0.2914
Somalia,2005,Female,23.7,9.8544,10.3441,2.4352,1.0663
Somalia,2005,Male,24.0,10.026,10.1783,3.0727,0.723
