application_number,sponsor_name,brand_name,dosage_form,route,marketing_status,prescription,price_per_dose
ANDA090867,SUN PHARM INDS INC,MINOCYCLINE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,ETS,2112.66
ANDA090874,MYLAN INSTITUTIONAL,ISOSULFAN BLUE,SOLUTION,SUBCUTANEOUS,Prescription,cardiovascular,3816.3
NDA008428,PANRAY,ISONIAZID,TABLET,ORAL,Discontinued,chronic respiratory,4654.96
ANDA090886,SUN PHARM,RISEDRONATE SODIUM,TABLET,ORAL,Prescription,HIV,1462.62
ANDA090913,SAGENT PHARMS INC,MESNA,INJECTABLE,INTRAVENOUS,Prescription,cardiovascular,4734.37
ANDA090940,HOSPIRA INC,MEROPENEM,INJECTABLE,INJECTION,Discontinued,other,188.05
ANDA090958,CIPLA,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,Discontinued,cancer,52222.37
ANDA091009,ACTAVIS LABS FL,GUAIFENESIN,"TABLET, EXTENDED RELEASE",ORAL,Over-the-counter,other,857.55
ANDA091022,CHARTWELL RX,DILTIAZEM HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,other,304.74
ANDA091028,GLW,OMEGA-3-ACID ETHYL ESTERS,CAPSULE,ORAL,Prescription,other,810.98
ANDA091030,WEST-WARD PHARM CORP,CEFOTETAN,INJECTABLE,INJECTION,Discontinued,cardiovascular,9117.55
ANDA091049,ASTRAL,CEFTRIAXONE,INJECTABLE,"INTRAMUSCULAR, INTRAVENOUS",Discontinued,cardiovascular,775.93
ANDA091055,STRIDES PHARMA,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,Prescription,cardiovascular,7576.42
NDA018826,HOSPIRA,DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Prescription,HIV,1313.95
ANDA091059,TEVA PHARMS USA INC,ERLOTINIB HYDROCHLORIDE,TABLET,ORAL,Prescription,other,176.15
ANDA091068,AGILA SPECLTS,CEFTRIAXONE,INJECTABLE,INJECTION,Discontinued,other,601.52
NDA018827,ORGANON,LOTRISONE,CREAM,TOPICAL,Discontinued,cardiovascular,7070.75
ANDA091091,NOSTRUM LABS INC,RANITIDINE HYDROCHLORIDE,SYRUP,ORAL,Discontinued,diabetes,109.21
ANDA091141,TEVA PHARMS USA INC,FORMOTEROL FUMARATE,SOLUTION,INHALATION,Prescription,cancer,4109.54
ANDA091174,BIONPHARMA,CALCITRIOL,CAPSULE,ORAL,Prescription,other,908.8
ANDA091200,SUN PHARM INDS LTD,FELODIPINE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,731.02
ANDA091231,APOTEX,PANTOPRAZOLE SODIUM,"TABLET, DELAYED RELEASE",ORAL,Prescription,tuberculosis,1394.75
NDA018844,GRAHAM DM,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,other,497.37
ANDA091297,PH HEALTH,ETOMIDATE,INJECTABLE,INJECTION,Discontinued,cancer,2973.72
ANDA091312,CHARTWELL RX,CALCIUM ACETATE,CAPSULE,ORAL,Prescription,cardiovascular,3425.86
ANDA091325,LUPIN LTD,NORETHINDRONE,TABLET,ORAL-28,Prescription,other,523.01
ANDA091330,AM REGENT,TRIMETHOBENZAMIDE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,other,517.71
ANDA091348,AUROBINDO PHARMA,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SUSPENSION,ORAL,Prescription,cancer,20976.85
ANDA091356,ONESOURCE SPECIALTY,CALCITRIOL,CAPSULE,ORAL,Prescription,infc respiratory,3894.9
ANDA091366,PERRIGO R AND D,MICONAZOLE NITRATE,CREAM,VAGINAL,Over-the-counter,infc respiratory,1529.37
NDA018862,SAVAGE LABS,BETATREX,CREAM,TOPICAL,Discontinued,chronic respiratory,2923.03
ANDA091392,FRESENIUS KABI USA,METOCLOPRAMIDE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,other,272.25
ANDA091404,ACS DOBFAR,MEROPENEM,INJECTABLE,INJECTION,Prescription,cancer,42631.75
ANDA091406,MYLAN LABS LTD,DOXYCYCLINE,INJECTABLE,INJECTION,Prescription,other,208.31
ANDA091414,AIPING PHARM INC,MONTELUKAST SODIUM,"TABLET, CHEWABLE",ORAL,Discontinued,other,633.37
ANDA091422,ACTAVIS ELIZABETH,BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,TABLET,SUBLINGUAL,Prescription,cardiovascular,4284.56
ANDA091429,PERRIGO R AND D,RANITIDINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,cardiovascular,210.37
ANDA091443,TEVA,OXYMORPHONE HYDROCHLORIDE,TABLET,ORAL,Prescription,other,29.14
ANDA091449,SANDOZ,LATANOPROST,SOLUTION/DROPS,OPHTHALMIC,Prescription,diabetes,120.67
ANDA091450,PHARMOBEDIENT,PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,ORAL,Discontinued,other,184.04
NDA008499,LILLY,ISONIAZID,TABLET,ORAL,Discontinued,other,585.46
ANDA091485,XGEN PHARMS,LEVETIRACETAM,INJECTABLE,INTRAVENOUS,Prescription,ETS,2070.55
ANDA091522,LGM PHARMA,GLYCOPYRROLATE,TABLET,ORAL,Prescription,diabetes,148.16
NDA018871,ORTHO MCNEIL PHARM,PROTOSTAT,TABLET,ORAL,Discontinued,other,952.44
ANDA091525,NAVINTA LLC,BENZTROPINE MESYLATE,INJECTABLE,INJECTION,Prescription,cancer,52967.87
ANDA091542,RISING,TOPOTECAN HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,chronic respiratory,3947.52
ANDA091559,SUVEN PHARMS,MALATHION,LOTION,TOPICAL,Prescription,other,753.29
ANDA091573,PADAGIS US,TROSPIUM CHLORIDE,TABLET,ORAL,Prescription,cardiovascular,9221.82
ANDA091589,TEVA PHARMS USA,TOBRAMYCIN,SOLUTION,INHALATION,Prescription,other,214.8
ANDA091592,SANDOZ,GRISEOFULVIN,TABLET,ORAL,Prescription,hepatitis,4145.27
ANDA091611,MATRIX LABS LTD,ATAZANAVIR SULFATE,CAPSULE,ORAL,Prescription,other,905.61
ANDA091626,SUN PHARM INDS,EPINASTINE HYDROCHLORIDE,SOLUTION/DROPS,OPHTHALMIC,Discontinued,other,393.37
ANDA091627,SAGENT PHARMS,LEVETIRACETAM,INJECTABLE,INTRAVENOUS,Prescription,cancer,31518.86
ANDA091629,AUROBINDO PHARMA,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,TABLET,ORAL,Prescription,other,952.08
ANDA091683,SUN PHARM INDS INC,PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,ORAL,Discontinued,infc respiratory,3156.78
ANDA091692,NOVAST LABS,DOLISHALE,TABLET,ORAL,Prescription,other,381.3
BLA103772,CENTOCOR INC,REMICADE,VIAL,ORAL,Prescription,other,792.04
NDA018893,HOSPIRA,SODIUM ACETATE,SOLUTION,INTRAVENOUS,Prescription,chronic respiratory,1557.15
BLA125019,SPECTRUM PHARMS,ZEVALIN,INJECTABLE,INJECTION,Prescription,cancer,17805.48
BLA125103,BIOVITRUM AB,KEPIVANCE,INJECTABLE,INJECTION,Prescription,tuberculosis,2742.65
BLA125274,IPSEN BIOPHARM LTD,DYSPORT,INJECTABLE,INJECTION,Prescription,other,566.65
BLA125418,SANOFI AVENTIS US,ZALTRAP,INJECTABLE,INJECTION,Prescription,ETS,4137.45
BLA125469,ELI LILLY AND CO,TRULICITY,INJECTABLE,INJECTION,Prescription,other,457.57
BLA125516,UNITED THERAP,UNITUXIN,INJECTABLE,INTRAVENOUS,Prescription,ETS,4082.2
BLA125526,GLAXOSMITHKLINE LLC,NUCALA,INJECTABLE,SUBCUTANEOUS LYOPHILIZED POWER,Prescription,other,312.01
BLA125544,CELLTRION INC,INFLECTRA,INJECTABLE,INJECTION,Prescription,diabetes,136.31
BLA125547,ELI LILLY CO,PORTRAZZA,INJECTABLE,"INTRA-ARTICULAR, INTRAMUSCULAR, INTRAVITREAL",Prescription,chronic respiratory,1081.94
ANDA200068,HIKMA,LINEZOLID,FOR SUSPENSION,ORAL,Prescription,cancer,38667.51
ANDA200122,AREVA PHARMS,TERBUTALINE SULFATE,INJECTABLE,INJECTION,Prescription,other,857.68
ANDA200151,TEVA PHARMS USA,SELFEMRA,TABLET,ORAL,Discontinued,chronic respiratory,1119.14
ANDA200155,TORRENT,MEMANTINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,other,810.43
ANDA200165,ACTAVIS PHARMA,SILDENAFIL CITRATE,TABLET,ORAL,None (Tentative Approval),cancer,28430.59
ANDA200180,WATSON LABS,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,TABLET,ORAL,Discontinued,diabetes,55.17
NDA200199,SANDOZ INC,TOPOTECAN,SOLUTION,INTRAVENOUS,Discontinued,chronic respiratory,594.18
ANDA200248,LUPIN LTD,LEVONORGESTREL AND ETHINYL ESTRADIOL,TABLET,ORAL-28,Prescription,cardiovascular,7471.5
ANDA200250,GLENMARK PHARMS LTD,LEVOFLOXACIN,TABLET,ORAL,Prescription,other,262.81
NDA018920,HOSPIRA,M.V.I. PEDIATRIC,FOR SOLUTION,INTRAVENOUS,Discontinued,chronic respiratory,3288.02
ANDA200407,DR REDDYS LABS SA,LEVONORGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL,TABLET,ORAL,Discontinued,diabetes,154.88
ANDA200429,AUROBINDO PHARMA,NAPROXEN,TABLET,ORAL,Prescription,chronic respiratory,1758.34
ANDA200565,TARO,PHENYTOIN,"TABLET, CHEWABLE",ORAL,Prescription,tuberculosis,2400.85
ANDA200626,CIPLA,ATAZANAVIR SULFATE,CAPSULE,ORAL,Discontinued,cardiovascular,4067.48
ANDA200673,FRESENIUS KABI USA,CLONIDINE HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,other,947.4
NDA200678,ASTRAZENECA AB,KOMBIGLYZE XR,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,other,320.63
ANDA200825,WATSON LABS INC,RALOXIFENE HYDROCHLORIDE,TABLET,ORAL,Prescription,hepatitis,957.45
ANDA200832,APOTEX INC,IRBESARTAN,TABLET,ORAL,Discontinued,chronic respiratory,1859.68
ANDA200882,SUN PHARM,ESOMEPRAZOLE SODIUM,INJECTABLE,INTRAVENOUS,Discontinued,chronic respiratory,3364.1
ANDA200888,ONESOURCE SPECIALTY,IBUPROFEN AND DIPHENHYDRAMINE HYDROCHLORIDE,CAPSULE,ORAL,Over-the-counter,other,697.67
ANDA200901,PHARMOBEDIENT,DOXORUBICIN HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,cancer,92420.92
ANDA201087,STRIDES PHARMA INTL,"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE",TABLET,ORAL,Prescription,other,881.87
ANDA201155,ONESOURCE SPECIALTY,KETOROLAC TROMETHAMINE,INJECTABLE,INJECTION,Discontinued,tuberculosis,1477.19
ANDA201295,TRIS PHARMA INC,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,SOLUTION,ORAL,Discontinued,chronic respiratory,2303.06
ANDA201333,NATCO PHARMA,FAMCICLOVIR,TABLET,ORAL,Discontinued,diabetes,162.09
ANDA201336,HERITAGE,FLUOXETINE HYDROCHLORIDE,CAPSULE,ORAL,Prescription,other,916.62
ANDA201530,EXTROVIS,METHOTREXATE SODIUM PRESERVATIVE FREE,INJECTABLE,INJECTION,Discontinued,hepatitis,1718.97
ANDA201570,APOTEX INC,ABACAVIR SULFATE,TABLET,ORAL,Discontinued,other,445.0
NDA008678,EPIC PHARMA LLC,ISONIAZID,TABLET,ORAL,Discontinued,diabetes,184.92
NDA201657,HOSPIRA,PARICALCITOL,SOLUTION,INTRAVENOUS,Discontinued,cancer,35976.69
ANDA201662,ALEMBIC,VALSARTAN AND HYDROCHLOROTHIAZIDE,TABLET,ORAL,Prescription,chronic respiratory,2428.54
ANDA201676,ZYDUS PHARMS,SIROLIMUS,TABLET,ORAL,Prescription,other,904.6
ANDA201680,AMNEAL PHARMS,FELBAMATE,TABLET,ORAL,Prescription,chronic respiratory,4021.1
ANDA201746,XGEN PHARMS,LINCOMYCIN HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,tuberculosis,1254.98
ANDA201750,HANSAMED INC,ULTACAN FORTE,INJECTABLE,INJECTION,Discontinued,cardiovascular,3281.71
NDA201803,HALEON US HOLDINGS,ADVIL,TABLET,ORAL,Over-the-counter,other,353.61
NDA201811,FRESENIUS KABI USA,ARGATROBAN,INJECTABLE,INJECTION,Discontinued,chronic respiratory,4568.06
NDA019002,JOHNSON AND JOHNSON,VASCOR,TABLET,ORAL,Discontinued,cardiovascular,9989.39
ANDA201897,XIROMED,NORGESTIMATE AND ETHINYL ESTRADIOL,TABLET,ORAL-28,Discontinued,chronic respiratory,3881.32
ANDA201914,GLENMARK PHARMS LTD,RIZATRIPTAN BENZOATE,"TABLET, ORALLY DISINTEGRATING",ORAL,Discontinued,chronic respiratory,2447.42
ANDA201921,NATCO PHARMA LTD,LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS",ORAL,Prescription,diabetes,51.53
NDA019005,ABBOTT,BRETYLIUM TOSYLATE IN DEXTROSE 5%,INJECTABLE,INJECTION,Discontinued,other,697.79
ANDA201966,SANDOZ,BUDESONIDE,SUSPENSION,INHALATION,Discontinued,other,389.97
ANDA201994,GLENMARK PHARMS,IMIQUIMOD,CREAM,TOPICAL,Prescription,other,633.35
ANDA202017,DR REDDYS,VINORELBINE TARTRATE,INJECTABLE,INJECTION,Prescription,chronic respiratory,3053.14
NDA019009,BAUSCH,MAXAIR,"AEROSOL, METERED",INHALATION,Discontinued,other,481.35
ANDA202033,MYLAN PHARMS INC,METOPROLOL SUCCINATE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,chronic respiratory,4724.72
ANDA202046,MICRO LABS LTD INDIA,LEVOCETIRIZINE DIHYDROCHLORIDE,TABLET,ORAL,Prescription,other,24.12
ANDA202054,REGCON HOLDINGS,DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE,SOLUTION/DROPS,OPHTHALMIC,Prescription,cancer,71270.82
ANDA202087,AIPING PHARM INC,BUSPIRONE HYDROCHLORIDE,TABLET,ORAL,Prescription,other,410.43
ANDA202103,APOTEX,DASATINIB,TABLET,ORAL,Prescription,diabetes,157.07
NDA202106,B BRAUN MEDICAL,MEROPENEM AND SODIUM CHLORIDE IN DUPLEX CONTAINER,POWDER,INTRAVENOUS,Prescription,other,675.54
NDA202123,GILEAD SCIENCES INC,COMPLERA,TABLET,ORAL,Prescription,other,11.23
NDA202129,AZURITY,ZETONNA,"AEROSOL, METERED",NASAL,Discontinued,other,286.05
ANDA202139,MYLAN,INDOMETHACIN,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,diabetes,78.36
ANDA202179,RISING,PREDNISOLONE SODIUM PHOSPHATE,"TABLET, ORALLY DISINTEGRATING",ORAL,Discontinued,diabetes,75.05
NDA202236,MYLAN SPECIALITY LP,DYMISTA,"SPRAY, METERED",NASAL,Prescription,tuberculosis,3655.96
ANDA202268,HOSPIRA INC,CEFEPIME HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,cancer,24107.22
NDA202270,MSD SUB MERCK,JANUMET XR,"TABLET, EXTENDED RELEASE",ORAL,Prescription,cancer,47578.81
NDA202278,TEVA BRANDED PHARM,ZECUITY,SYSTEM,IONTOPHORESIS,Discontinued,other,247.74
ANDA202280,JUBILANT CADISTA,ESCITALOPRAM OXALATE,TABLET,ORAL,Prescription,diabetes,137.04
ANDA202285,PHARMOBEDIENT,OLANZAPINE,"TABLET, ORALLY DISINTEGRATING",ORAL,Prescription,cardiovascular,7219.71
ANDA202305,SANDOZ,AZELASTINE HYDROCHLORIDE,SOLUTION/DROPS,OPHTHALMIC,Prescription,chronic respiratory,1688.82
ANDA202357,DR REDDYS LABS LTD,ATORVASTATIN CALCIUM,TABLET,ORAL,Prescription,HIV,3034.95
ANDA202458,PHARMOBEDIENT,FLUVASTATIN SODIUM,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,chronic respiratory,4133.03
ANDA202493,RK PHARMA,CHLOROTHIAZIDE SODIUM,INJECTABLE,INJECTION,Discontinued,other,95.13
ANDA202501,AVET LIFESCIENCES,CIDOFOVIR,SOLUTION,INTRAVENOUS,Prescription,cancer,71124.93
NDA202514,THEA PHARMA,ZIOPTAN,SOLUTION/DROPS,OPHTHALMIC,Prescription,cancer,32449.87
ANDA202573,CIPLA,RITONAVIR,TABLET,ORAL,Prescription,other,123.53
ANDA202590,AVET LIFESCIENCES,LEVOFLOXACIN,INJECTABLE,INJECTION,Discontinued,cancer,54656.29
ANDA202593,ACCORD HLTHCARE,CAPECITABINE,TABLET,ORAL,Prescription,chronic respiratory,1170.0
ANDA202594,XIROMED,DROSPIRENONE AND ETHINYL ESTRADIOL,TABLET,ORAL,Prescription,other,821.54
ANDA202599,EUGIA PHARMA,ONDANSETRON HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,cardiovascular,476.81
ANDA202601,ZYDUS PHARMS,CLONIDINE HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,chronic respiratory,538.33
NDA019090,PAI HOLDINGS PHARM,ZANTAC,INJECTABLE,INJECTION,Discontinued,chronic respiratory,2628.93
ANDA202626,MYLAN INSTITUTIONAL,ARGATROBAN,INJECTABLE,INJECTION,Prescription,chronic respiratory,2965.26
ANDA202637,SUN PHARM,LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS",ORAL,Discontinued,cancer,73042.69
ANDA202647,YUNG SHIN PHARM,GRANISETRON HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,ETS,1333.34
ANDA202662,EPIC PHARMA LLC,OXYCODONE HYDROCHLORIDE,TABLET,ORAL,Prescription,cancer,84207.69
ANDA202675,AUROBINDO PHARMA,GLYCOPYRROLATE,TABLET,ORAL,Prescription,cardiovascular,9533.77
ANDA202718,TEVA PHARMS USA,MORPHINE SULFATE,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,other,499.54
ANDA202740,XIROMED,LEVONORGESTREL,TABLET,ORAL,Discontinued,diabetes,164.08
NDA202788,BTCP PHARMA,SUBSYS,SPRAY,SUBLINGUAL,Discontinued,cardiovascular,5272.24
ANDA202790,MACLEODS PHARMS LTD,MEMANTINE HYDROCHLORIDE,SOLUTION,ORAL,Prescription,tuberculosis,393.86
ANDA202795,RISING,NAPHAZOLINE HYDROCHLORIDE AND PHENIRAMINE MALEATE,SOLUTION/DROPS,OPHTHALMIC,Over-the-counter,cancer,32745.93
ANDA202807,CATALENT,NAPROXEN SODIUM,CAPSULE,ORAL,Over-the-counter,diabetes,63.12
NDA202811,ABBVIE,LINZESS,CAPSULE,ORAL,Prescription,tuberculosis,4944.95
NDA202813,TEVA BRANDED PHARM,QNASL,"AEROSOL, METERED",NASAL,Prescription,other,229.8
ANDA202837,HOSPIRA INC,ZOLEDRONIC ACID,INJECTABLE,INTRAVENOUS,Discontinued,chronic respiratory,3197.71
ANDA202848,PADAGIS ISRAEL,FLUOCINOLONE ACETONIDE,OIL,TOPICAL,Prescription,other,285.06
ANDA202864,HOSPIRA,AMPICILLIN SODIUM,INJECTABLE,INJECTION,Discontinued,infc respiratory,3283.57
ANDA202868,GLENMARK PHARMS LTD,POTASSIUM CHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,chronic respiratory,1091.49
ANDA202890,ZYDUS PHARMS USA INC,ZOLMITRIPTAN,"TABLET, ORALLY DISINTEGRATING",ORAL,Prescription,other,785.48
NDA019130,MCGAW,"HEPARIN SODIUM 5,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",INJECTABLE,INJECTION,Discontinued,ETS,598.52
NDA019130,MCGAW,"HEPARIN SODIUM 2,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",INJECTABLE,INJECTION,Discontinued,infc respiratory,4480.99
NDA019130,MCGAW,"HEPARIN SODIUM 1,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",INJECTABLE,INJECTION,Discontinued,other,840.58
ANDA202901,ZYDUS PHARMS,CHOLESTYRAMINE,POWDER,ORAL,Prescription,diabetes,151.82
ANDA202925,ACCORD HLTHCARE,CLOPIDOGREL BISULFATE,TABLET,ORAL,Discontinued,cardiovascular,720.78
ANDA202951,AVET LIFESCIENCES,PALONOSETRON HYDROCHLORIDE,INJECTABLE,INTRAVENOUS,Prescription,cancer,21015.19
ANDA202965,SENORES PHARMS,CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE,TABLET,ORAL,Prescription,other,859.5
ANDA202988,SUN PHARM,SYLEVIA,TABLET,ORAL,Discontinued,diabetes,68.3
ANDA203006,XIROMED,NORETHINDRONE AND ETHINYL ESTRADIOL,TABLET,ORAL-28,Discontinued,chronic respiratory,821.86
ANDA203030,UNICHEM,LOSARTAN POTASSIUM,TABLET,ORAL,Prescription,diabetes,131.6
ANDA203036,ATLAS PHARMS LLC,IRBESARTAN AND HYDROCHLOROTHIAZIDE,TABLET,ORAL,Discontinued,diabetes,91.13
NDA203049,HIKMA PHARM CO LTD,ARGATROBAN,INJECTABLE,INJECTION,Prescription,other,222.85
ANDA203113,LUPIN LTD,LO-BLISOVI FE,TABLET,ORAL,None (Tentative Approval),cardiovascular,5779.34
NDA019188,UCB INC,GASTROCROM,CAPSULE,ORAL,Discontinued,other,373.2
NDA019190,WYETH PHARMS INC,TRIPHASIL-28,TABLET,ORAL-28,Discontinued,ETS,745.77
NDA008794,SCHERING PLOUGH,CHLOR-TRIMETON,INJECTABLE,INJECTION,Discontinued,infc respiratory,2697.53
ANDA203176,TECH ORGANIZED,NEVIRAPINE,TABLET,ORAL,Discontinued,other,387.63
NDA203214,PF PRISM CV,XELJANZ,TABLET,ORAL,Prescription,chronic respiratory,3685.86
ANDA203245,UNICHEM,AMLODIPINE BESYLATE,TABLET,ORAL,Prescription,chronic respiratory,558.64
ANDA203247,UNIV TX MD ANDERSON,SODIUM FLUORIDE F-18,INJECTABLE,INTRAVENOUS,Discontinued,chronic respiratory,3122.04
NDA203255,RECORDATI RARE,SIGNIFOR LAR KIT,FOR SUSPENSION,INTRAMUSCULAR,Prescription,diabetes,115.47
ANDA203259,HETERO LABS LTD V,LAMIVUDINE AND ZIDOVUDINE,TABLET,ORAL,Prescription,other,406.66
ANDA203279,APOTEX,PALIPERIDONE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,233.06
ANDA203306,NATCO,LANSOPRAZOLE,"CAPSULE, DELAYED REL PELLETS",ORAL,Over-the-counter,diabetes,54.56
NDA019215,ROCHE PALO,FEMSTAT,CREAM,VAGINAL,Discontinued,cancer,84799.38
ANDA203332,INVENTIA HLTHCARE,VENLAFAXINE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,chronic respiratory,1665.73
ANDA203343,PH HEALTH,CLINDAMYCIN PHOSPHATE,SOLUTION,TOPICAL,Discontinued,chronic respiratory,3421.4
ANDA203345,ZYDUS,OMEPRAZOLE AND SODIUM BICARBONATE,CAPSULE,ORAL,Over-the-counter,cardiovascular,9478.49
ANDA203349,GLAND,ESOMEPRAZOLE SODIUM,INJECTABLE,INTRAVENOUS,Prescription,diabetes,134.75
ANDA203359,MACLEODS PHARMS LTD,QUETIAPINE FUMARATE,TABLET,ORAL,Prescription,chronic respiratory,2015.88
ANDA203383,ALTAIRE PHARMS INC,DICLOFENAC SODIUM,SOLUTION/DROPS,OPHTHALMIC,Prescription,cardiovascular,2719.32
ANDA203443,RISING,MINOCYCLINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,diabetes,190.11
ANDA203449,INTL MEDICATION SYS,SODIUM BICARBONATE,SOLUTION,INTRAVENOUS,Prescription,chronic respiratory,3426.28
ANDA203451,INTL MEDICATION SYS,DEXTROSE 50%,INJECTABLE,INJECTION,Prescription,other,665.62
ANDA203458,UNICHEM,METRONIDAZOLE,TABLET,ORAL,Prescription,cancer,42730.6
ANDA203475,ACCORD HLTHCARE,DECITABINE,INJECTABLE,INTRAVENOUS,Prescription,other,845.2
NDA019258,ECOLAB,CIDA-STAT,SOLUTION,TOPICAL,Over-the-counter,chronic respiratory,3582.68
NDA019258,ECOLAB,CHG SCRUB,SOLUTION,TOPICAL,Over-the-counter,other,283.9
ANDA203521,AVET LIFESCIENCES,TRANEXAMIC ACID,INJECTABLE,INJECTION,Prescription,chronic respiratory,3017.91
ANDA203534,JUBILANT GENERICS,IRBESARTAN,TABLET,ORAL,Prescription,chronic respiratory,2179.46
ANDA203535,NOVEL LABS INC,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,SYRUP,ORAL,Prescription,chronic respiratory,82.62
NDA203551,ACTAVIS,DOCETAXEL,INJECTABLE,INJECTION,Prescription,diabetes,171.14
ANDA203563,SANDOZ,LEVOLEUCOVORIN CALCIUM,SOLUTION,INTRAVENOUS,Prescription,other,123.71
ANDA203572,AUROBINDO PHARMA,LORAZEPAM,TABLET,ORAL,Prescription,diabetes,126.49
ANDA203573,PH HEALTH,OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN,SOLUTION,ORAL,Discontinued,tuberculosis,1714.32
ANDA203608,SAGENT PHARMS INC,FLUOROURACIL,INJECTABLE,INJECTION,Prescription,other,342.75
ANDA203619,HIKMA,PENTOBARBITAL SODIUM,INJECTABLE,INJECTION,Prescription,other,477.89
NDA019270,SANDOZ,BETOPTIC,SOLUTION/DROPS,OPHTHALMIC,Prescription,other,997.03
ANDA203694,MPP PHARMA,RANITIDINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,cancer,40956.29
NDA008816,EPIC PHARMA LLC,XYLOCAINE,JELLY,TOPICAL,Discontinued,tuberculosis,952.53
ANDA203740,ALKEM LABS LTD,TACROLIMUS,CAPSULE,ORAL,Prescription,HIV,3087.35
ANDA203742,RISING,NIACIN,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,diabetes,85.44
NDA019292,LIEBEL-FLARSHEIM,MD-76R,INJECTABLE,INJECTION,Discontinued,infc respiratory,572.47
ANDA203760,PADAGIS US,ALBUTEROL SULFATE,"AEROSOL, METERED",INHALATION,Prescription,chronic respiratory,298.36
ANDA203775,RISING,CEVIMELINE HYDROCHLORIDE,CAPSULE,ORAL,Prescription,diabetes,53.43
ANDA203778,3D IMAGING DRUG,FLUDEOXYGLUCOSE F18,INJECTABLE,INTRAVENOUS,Prescription,hepatitis,2184.27
ANDA203790,ACTAVIS MID ATLANTIC,ADAPALENE AND BENZOYL PEROXIDE,GEL,TOPICAL,Discontinued,other,427.3
ANDA203795,JUBILANT GENERICS,MONTELUKAST SODIUM,"TABLET, CHEWABLE",ORAL,Discontinued,cancer,18717.43
ANDA203832,MPP PHARMA,METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,chronic respiratory,3930.89
ANDA203859,MYLAN LABS LTD,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,HIV,689.89
ANDA203864,EPIC PHARMA LLC,OXYCODONE AND ACETAMINOPHEN,TABLET,ORAL,Prescription,infc respiratory,4580.82
ANDA203896,AARXION ANDA HLDING,EPLERENONE,TABLET,ORAL,Discontinued,other,587.99
